Município 1,Município 2,Distancia (km),Distancia Euclidiana,População 1,População 2,Pos_X 1,Pos_Y 1,Pos_X 2,Pos_Y 2
Serpa,Beja,53,32,13764,33400,-7.489637078232133,37.932940682868065,-7.85590576695212,37.96245324896918
Beja,Vidigueira,29,26,33400,5176,-7.85590576695212,37.96245324896918,-7.717055892206074,38.16882905442097
Vidigueira,Beja,29,26,5176,33400,-7.717055892206074,38.16882905442097,-7.85590576695212,37.96245324896918
Beja,Aljustrel,41,30,33400,8874,-7.85590576695212,37.96245324896918,-8.188113545110918,37.88786171410062
Aljustrel,Beja,41,30,8874,33400,-8.188113545110918,37.88786171410062,-7.85590576695212,37.96245324896918
Beja,Castro Verde,39,32,33400,6873,-7.85590576695212,37.96245324896918,-8.028288105700133,37.70469884655607
Castro Verde,Beja,39,32,6873,33400,-8.028288105700133,37.70469884655607,-7.85590576695212,37.96245324896918
Beja,Ferreira do Alentejo,30,32,33400,7686,-7.85590576695212,37.96245324896918,-8.188867882271294,38.088255028530845
Ferreira do Alentejo,Beja,30,32,7686,33400,-8.188867882271294,38.088255028530845,-7.85590576695212,37.96245324896918
Cuba,Vidigueira,18,17,4374,5176,-7.913508183364745,38.192757356232285,-7.717055892206074,38.16882905442097
Vidigueira,Cuba,18,17,5176,4374,-7.717055892206074,38.16882905442097,-7.913508183364745,38.192757356232285
Cuba,Alvito,17,13,4374,2282,-7.913508183364745,38.192757356232285,-8.04149540651292,38.244058422842976
Alvito,Cuba,17,13,2282,4374,-8.04149540651292,38.244058422842976,-7.913508183364745,38.192757356232285
Cuba,Ferreira do Alentejo,41,27,4374,7686,-7.913508183364745,38.192757356232285,-8.188867882271294,38.088255028530845
Ferreira do Alentejo,Cuba,41,27,7686,4374,-8.188867882271294,38.088255028530845,-7.913508183364745,38.192757356232285
Moura,Serpa,51,28,13259,13764,-7.287443557405241,38.13342622179353,-7.489637078232133,37.932940682868065
Serpa,Moura,51,28,13764,13259,-7.489637078232133,37.932940682868065,-7.287443557405241,38.13342622179353
Moura,Vidigueira,47,38,13259,5176,-7.287443557405241,38.13342622179353,-7.717055892206074,38.16882905442097
Vidigueira,Moura,47,38,5176,13259,-7.717055892206074,38.16882905442097,-7.287443557405241,38.13342622179353
Mértola,Serpa,101,37,6208,13764,-7.706562889870808,37.64678989525944,-7.489637078232133,37.932940682868065
Serpa,Mértola,101,37,13764,6208,-7.489637078232133,37.932940682868065,-7.706562889870808,37.64678989525944
Mértola,Almodôvar,96,38,6208,6713,-7.706562889870808,37.64678989525944,-8.084469515286383,37.474990175814796
Almodôvar,Mértola,96,38,6713,6208,-8.084469515286383,37.474990175814796,-7.706562889870808,37.64678989525944
Mértola,Castro Verde,72,29,6208,6873,-7.706562889870808,37.64678989525944,-8.028288105700133,37.70469884655607
Castro Verde,Mértola,72,29,6873,6208,-8.028288105700133,37.70469884655607,-7.706562889870808,37.64678989525944
Mértola,Alcoutim,31,26,6208,2523,-7.706562889870808,37.64678989525944,-7.651956444207939,37.41981856943378
Alcoutim,Mértola,31,26,2523,6208,-7.651956444207939,37.41981856943378,-7.706562889870808,37.64678989525944
Serpa,Vidigueira,67,33,13764,5176,-7.489637078232133,37.932940682868065,-7.717055892206074,38.16882905442097
Vidigueira,Serpa,67,33,5176,13764,-7.717055892206074,38.16882905442097,-7.489637078232133,37.932940682868065
Aljustrel,Castro Verde,23,25,8874,6873,-8.188113545110918,37.88786171410062,-8.028288105700133,37.70469884655607
Castro Verde,Aljustrel,23,25,6873,8874,-8.028288105700133,37.70469884655607,-8.188113545110918,37.88786171410062
Aljustrel,Ferreira do Alentejo,28,22,8874,7686,-8.188113545110918,37.88786171410062,-8.188867882271294,38.088255028530845
Ferreira do Alentejo,Aljustrel,28,22,7686,8874,-8.188867882271294,38.088255028530845,-8.188113545110918,37.88786171410062
Aljustrel,Ourique,42,29,8874,4840,-8.188113545110918,37.88786171410062,-8.291105166550025,37.639918949592385
Ourique,Aljustrel,42,29,4840,8874,-8.291105166550025,37.639918949592385,-8.188113545110918,37.88786171410062
Almodôvar,Castro Verde,24,26,6713,6873,-8.084469515286383,37.474990175814796,-8.028288105700133,37.70469884655607
Castro Verde,Almodôvar,24,26,6873,6713,-8.028288105700133,37.70469884655607,-8.084469515286383,37.474990175814796
Almodôvar,Ourique,39,26,6713,4840,-8.084469515286383,37.474990175814796,-8.291105166550025,37.639918949592385
Ourique,Almodôvar,39,26,4840,6713,-8.291105166550025,37.639918949592385,-8.084469515286383,37.474990175814796
Almodôvar,Silves,79,32,6713,37776,-8.084469515286383,37.474990175814796,-8.345848947940132,37.27033016578441
Silves,Almodôvar,79,32,37776,6713,-8.345848947940132,37.27033016578441,-8.084469515286383,37.474990175814796
Almodôvar,Alcoutim,128,39,6713,2523,-8.084469515286383,37.474990175814796,-7.651956444207939,37.41981856943378
Alcoutim,Almodôvar,128,39,2523,6713,-7.651956444207939,37.41981856943378,-8.084469515286383,37.474990175814796
Almodôvar,Loulé,55,28,6713,72348,-8.084469515286383,37.474990175814796,-8.046921321104893,37.22522513259231
Loulé,Almodôvar,55,28,72348,6713,-8.046921321104893,37.22522513259231,-8.084469515286383,37.474990175814796
Alvito,Ferreira do Alentejo,58,22,2282,7686,-8.04149540651292,38.244058422842976,-8.188867882271294,38.088255028530845
Ferreira do Alentejo,Alvito,58,22,7686,2282,-8.188867882271294,38.088255028530845,-8.04149540651292,38.244058422842976
Castro Verde,Ourique,20,24,6873,4840,-8.028288105700133,37.70469884655607,-8.291105166550025,37.639918949592385
Ourique,Castro Verde,20,24,4840,6873,-8.291105166550025,37.639918949592385,-8.028288105700133,37.70469884655607
Odemira,Ourique,50,25,29576,4840,-8.57686350983392,37.60727916000261,-8.291105166550025,37.639918949592385
Ourique,Odemira,50,25,4840,29576,-8.291105166550025,37.639918949592385,-8.57686350983392,37.60727916000261
Odemira,Aljezur,128,40,29576,6045,-8.57686350983392,37.60727916000261,-8.800829653684872,37.2972003910244
Aljezur,Odemira,128,40,6045,29576,-8.800829653684872,37.2972003910244,-8.57686350983392,37.60727916000261
Odemira,Monchique,100,32,29576,5462,-8.57686350983392,37.60727916000261,-8.591693778974813,37.31616997733923
Monchique,Odemira,100,32,5462,29576,-8.591693778974813,37.31616997733923,-8.57686350983392,37.60727916000261
Odemira,Silves,101,43,29576,37776,-8.57686350983392,37.60727916000261,-8.345848947940132,37.27033016578441
Silves,Odemira,101,43,37776,29576,-8.345848947940132,37.27033016578441,-8.57686350983392,37.60727916000261
Ourique,Silves,51,41,4840,37776,-8.291105166550025,37.639918949592385,-8.345848947940132,37.27033016578441
Silves,Ourique,51,41,37776,4840,-8.345848947940132,37.27033016578441,-8.291105166550025,37.639918949592385
Albufeira,Silves,19,18,44168,37776,-8.232645683015859,37.13374089171733,-8.345848947940132,37.27033016578441
Silves,Albufeira,19,18,37776,44168,-8.345848947940132,37.27033016578441,-8.232645683015859,37.13374089171733
Albufeira,Loulé,36,19,44168,72348,-8.232645683015859,37.13374089171733,-8.046921321104893,37.22522513259231
Loulé,Albufeira,36,19,72348,44168,-8.046921321104893,37.22522513259231,-8.232645683015859,37.13374089171733
Aljezur,Lagos,65,17,6045,33500,-8.800829653684872,37.2972003910244,-8.728011578709287,37.15188735260345
Lagos,Aljezur,65,17,33500,6045,-8.728011578709287,37.15188735260345,-8.800829653684872,37.2972003910244
Aljezur,Monchique,28,19,6045,5462,-8.800829653684872,37.2972003910244,-8.591693778974813,37.31616997733923
Monchique,Aljezur,28,19,5462,6045,-8.591693778974813,37.31616997733923,-8.800829653684872,37.2972003910244
Aljezur,Vila do Bispo,85,25,6045,5717,-8.800829653684872,37.2972003910244,-8.883443618518854,37.08629759758561
Vila do Bispo,Aljezur,85,25,5717,6045,-8.883443618518854,37.08629759758561,-8.800829653684872,37.2972003910244
Lagoa,Portimão,15,14,14442,59867,-8.453275354828353,37.125743487742206,-8.583050510103854,37.19159072370127
Portimão,Lagoa,15,14,59867,14442,-8.583050510103854,37.19159072370127,-8.453275354828353,37.125743487742206
Lagoa,Silves,26,19,14442,37776,-8.453275354828353,37.125743487742206,-8.345848947940132,37.27033016578441
Silves,Lagoa,26,19,37776,14442,-8.345848947940132,37.27033016578441,-8.453275354828353,37.125743487742206
Lagos,Monchique,43,22,33500,5462,-8.728011578709287,37.15188735260345,-8.591693778974813,37.31616997733923
Monchique,Lagos,43,22,5462,33500,-8.591693778974813,37.31616997733923,-8.728011578709287,37.15188735260345
Lagos,Portimão,22,14,33500,59867,-8.728011578709287,37.15188735260345,-8.583050510103854,37.19159072370127
Portimão,Lagos,22,14,59867,33500,-8.583050510103854,37.19159072370127,-8.728011578709287,37.15188735260345
Lagos,Vila do Bispo,29,16,33500,5717,-8.728011578709287,37.15188735260345,-8.883443618518854,37.08629759758561
Vila do Bispo,Lagos,29,16,5717,33500,-8.883443618518854,37.08629759758561,-8.728011578709287,37.15188735260345
Monchique,Portimão,21,14,5462,59867,-8.591693778974813,37.31616997733923,-8.583050510103854,37.19159072370127
Portimão,Monchique,21,14,59867,5462,-8.583050510103854,37.19159072370127,-8.591693778974813,37.31616997733923
Monchique,Silves,43,22,5462,37776,-8.591693778974813,37.31616997733923,-8.345848947940132,37.27033016578441
Silves,Monchique,43,22,37776,5462,-8.345848947940132,37.27033016578441,-8.591693778974813,37.31616997733923
Portimão,Silves,57,23,59867,37776,-8.583050510103854,37.19159072370127,-8.345848947940132,37.27033016578441
Silves,Portimão,57,23,37776,59867,-8.345848947940132,37.27033016578441,-8.583050510103854,37.19159072370127
Silves,Loulé,24,27,37776,72348,-8.345848947940132,37.27033016578441,-8.046921321104893,37.22522513259231
Loulé,Silves,24,27,72348,37776,-8.046921321104893,37.22522513259231,-8.345848947940132,37.27033016578441
Alcoutim,Loulé,98,41,2523,72348,-7.651956444207939,37.41981856943378,-8.046921321104893,37.22522513259231
Loulé,Alcoutim,98,41,72348,2523,-8.046921321104893,37.22522513259231,-7.651956444207939,37.41981856943378
Alcoutim,Tavira,63,23,2523,27530,-7.651956444207939,37.41981856943378,-7.732247692947567,37.22509182551733
Tavira,Alcoutim,63,23,27530,2523,-7.732247692947567,37.22509182551733,-7.651956444207939,37.41981856943378
Alcoutim,Castro Marim,19,19,2523,6439,-7.651956444207939,37.41981856943378,-7.516849710718849,37.29261925148077
Castro Marim,Alcoutim,19,19,6439,2523,-7.516849710718849,37.29261925148077,-7.651956444207939,37.41981856943378
Castro Marim,Tavira,45,20,6439,27530,-7.516849710718849,37.29261925148077,-7.732247692947567,37.22509182551733
Tavira,Castro Marim,45,20,27530,6439,-7.732247692947567,37.22509182551733,-7.516849710718849,37.29261925148077
Faro,Loulé,39,22,67650,72348,-7.918154243540174,37.05533884288267,-8.046921321104893,37.22522513259231
Loulé,Faro,39,22,72348,67650,-8.046921321104893,37.22522513259231,-7.918154243540174,37.05533884288267
Faro,Olhão,14,10,67650,44643,-7.918154243540174,37.05533884288267,-7.810557241784529,37.06178041053652
Olhão,Faro,14,10,44643,67650,-7.810557241784529,37.06178041053652,-7.918154243540174,37.05533884288267
Faro,São Brás de Alportel,16,16,67650,11248,-7.918154243540174,37.05533884288267,-7.8786421479710045,37.19568331536483
São Brás de Alportel,Faro,16,16,11248,67650,-7.8786421479710045,37.19568331536483,-7.918154243540174,37.05533884288267
Loulé,São Brás de Alportel,25,15,72348,11248,-8.046921321104893,37.22522513259231,-7.8786421479710045,37.19568331536483
São Brás de Alportel,Loulé,25,15,11248,72348,-7.8786421479710045,37.19568331536483,-8.046921321104893,37.22522513259231
Loulé,Tavira,35,28,72348,27530,-8.046921321104893,37.22522513259231,-7.732247692947567,37.22509182551733
Tavira,Loulé,35,28,27530,72348,-7.732247692947567,37.22509182551733,-8.046921321104893,37.22522513259231
Olhão,São Brás de Alportel,28,16,44643,11248,-7.810557241784529,37.06178041053652,-7.8786421479710045,37.19568331536483
São Brás de Alportel,Olhão,28,16,11248,44643,-7.8786421479710045,37.19568331536483,-7.810557241784529,37.06178041053652
Olhão,Tavira,26,19,44643,27530,-7.810557241784529,37.06178041053652,-7.732247692947567,37.22509182551733
Tavira,Olhão,26,19,27530,44643,-7.732247692947567,37.22509182551733,-7.810557241784529,37.06178041053652
São Brás de Alportel,Tavira,9,13,11248,27530,-7.8786421479710045,37.19568331536483,-7.732247692947567,37.22509182551733
Tavira,São Brás de Alportel,9,13,27530,11248,-7.732247692947567,37.22509182551733,-7.8786421479710045,37.19568331536483
